article,true_label,predicted_label(Chat_gpt),Soft_score,Hard_score
" No new case of corona virus infection was reported in Jammu and Kashmir on Monday, due to which the total number of infected people remained stable at 4,79,266. The officers provided this information. An official spokesperson said, ""No new case of COVID-19 has been reported in Jammu and Kashmir in the last 24 hours."" The death toll in the union territory remained stable at 4,785 as no patient died during the last 24 hours. The number of patients under treatment for Covid-19 in Jammu and Kashmir has gone up to 23. So far total 4,74,458 have died in this","[{'Disease': 'Corona', 'Location': 'Jammu and Kashmir', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '479266'}, {'Disease': 'Corona', 'Location': 'Jammu and Kashmir', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '474458'}]","[
{ ""Disease"": ""corona virus"", ""Location"": ""Jammu and Kashmir"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 0 },
{ ""Disease"": ""COVID-19"", ""Location"": ""Jammu and Kashmir"", ""Incident"": ""case"", ""Incident_Type"": ""total"", ""Number"": 479266 },
{ ""Disease"": ""corona virus"", ""Location"": ""Jammu and Kashmir"", ""Incident"": ""death"", ""Incident_Type"": ""total"", ""Number"": 4785 },
{ ""Disease"": ""Covid-19"", ""Location"": ""Jammu and Kashmir"", ""Incident"": ""case"", ""Incident_Type"": ""under treatment"", ""Number"": 23 },
{ ""Disease"": ""corona virus"", ""Location"": ""Jammu and Kashmir"", ""Incident"": ""death"", ""Incident_Type"": ""total"", ""Number"": 474458 }
]",1.8,1
"Congenital cataract is increasing in children in cities, light can be lost due to carelessness, keep these necessary precautions - News18 Hindi | Did you know that Cataract – commonly known as white cataract is a common disease among children? Statistics show that 6 out of every 10,000 children in India are born with congenital cataract.",[],"[{'Disease': 'Congenital cataract', 'Location': 'India', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 6000}]",0.0,0
"Firing on police in Jaipur, 4 miscreants caught in retaliatory firing, weapons recovered. Patrika News | Action of Jaipur Rural Police: Firing in Jhotwara and assault on a youth in public on Tonk Road, the video of the assault went viral, a pistol, two country-made pistols and 8 cartridges were recovered from the accused. Jaipur News | Undefined News | Patrika News",[],"The provided news article does not mention any disease-related events. Therefore, no events can be extracted based on the given criteria.",0.0,0
"Bear again attacked a villager in Bageshwar, third incident in 15 days. The villager has suffered serious injuries on his hands and face in the attack. The injured was admitted to the district hospital. From where the injured have been referred to Haldwani Sushila Tiwari Hospital after first aid. This is the third incident within the last 15 days.",[],[],1.0,1
"Farmer dies of diarrhea in Banda, eight admitted To tie. Diseases are increasing continuously due to seasonal change. Apart from cold and fever...","[{'Disease': 'Diarrhea', 'Location': 'Banda', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '8'}, {'Disease': 'Diarrhea', 'Location': 'Banda', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '1'}]","[{'Disease': 'diarrhea', 'Location': 'Banda', 'Incident': 'death', 'Incident_Type': 'new', 'Number': 1}, {'Disease': 'diarrhea', 'Location': 'Banda', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 8}]",2.0,2
"Rajasthan: Around 200 people fell ill after consuming contaminated food at the funeral feast, treatment continues in the hospital. Hundreds of people complained of vomiting, diarrhea and abdominal pain (Several fell sick due to food poisoning in Karauli) due to food poisoning in Gram Panchayat Sankarwada of Todabhim subdivision area of Karauli district of Rajasthan. About 200 people have become victims of food poisoning. A team of the Medical Department has also been sent to the village, which is treating the people.",[],"[{'Disease': 'Food poisoning', 'Location': 'Gram Panchayat Sankarwada of Todabhim subdivision area of Karauli district of Rajasthan', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 200}]",0.0,0
" Dengue spike in Ludhiana 21 New cases of dengue Reported in Ludhiana,the number of dengue cases in the city is increasing day by day. Because of this, the problems of the health department have also increased. At the same time, there has been a stir due to the arrival of 21 new cases.","[{'Disease': 'Dengue', 'Location': 'Ludhiana', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '21'}]","[{'Disease': 'Dengue', 'Location': 'Ludhiana', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 21}]",1.0,1
Three killed and four injured in fireworks factory explosion in Egra under East Medinipur district | There is an atmosphere of panic due to the sudden explosion on Tuesday in Khadikul area of Egra under East Medinipur district. Here the explosion took place in a firecracker factory. So far three people have been reported killed in it.,[],[],1.0,1
"Mhow News: Children suddenly fell ill in Mhow Army Public School seven were admitted to the hospital. Fear of food poisoning, the school sealed the canteen as a precautionary measure.",[],"[{'Disease': 'Food poisoning', 'Location': 'Mhow Army Public School', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 7}]",0.0,0
"Mathura road accident tractor collided with bike brother and sister died  | In Mathura, a tractor hit a bike, as a result of which both the siblings riding on it were killed, while the tractor driver fled with the tractor, both of whom had gone to their maternal grandmother.",[],[],1.0,1
" 40 new cases of dengue were found, broke the record of 11 years, the number of patients reached 1158 - Hisar News . ","[{'Disease': 'Dengue', 'Location': 'Hisar', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '40'}, {'Disease': 'Dengue', 'Location': 'Hisar', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1158'}]","[{'Disease': 'dengue', 'Location': 'Hisar', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 40},
{'Disease': 'dengue', 'Location': 'Hisar', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 1158}]",2.0,2
Case of death of 66 children in Gambia due to cough syrup: Government committee said – information received from WHO is not enough. ,[],"[{""Disease"": ""cough syrup"", ""Location"": ""Gambia"", ""Incident"": ""death"", ""Incident_Type"": ""total"", ""Number"": 66}]",0.0,0
"Many hospitalized after eating at restaurant Kerala people fell ill health minister Veena George took action ntc - AajTak . 68 people fell ill after having food at a restaurant in Ernakulam, Kerala. All have been admitted to the hospital. At the same time, Kerala Health Minister Veena George has suspended the license of the hotel in Ernakulam.",[],[ ],1.0,1
"3 people died due to lightning in Saran, took shelter under Ficus religiosa (Peepal tree) to avoid rain. Lightning in Saran has wreaked havoc. 3 people have died due to its grip. Police has sent the dead bodies for postmortem. ",[],[],1.0,1
"Rewa Bus Accident: Bags full of Diwali happiness are giving testimony of gruesome deaths, this sign will reach the homes of the victims' families along with the dead bodies. Whoever heard the news of the horrific road accident near Sohagi in Rewa district on late Friday night, his heart burst. 15 laborers died and more than 40 were injured in the accident. In Hyderabad-Secunderabad, the dreams of sharing the happiness of Diwali with the family were added to the savings by working as wages. The laborers who died in the accident were carrying Diwali gifts for their families in their bags. But everything ended halfway before reaching home. Bags are loaded on stretchers near the dead laborers in the hospital. Preparations are on to send these bags along with the dead bodies. That's all, now this bag is the last symbol for those families, whose lamp got extinguished just before Diwali. (Rewa road accident) (Bus accident 15 death) (rewa Sohagi hill accident) (Rewa road accident) (rewa bus collided with truck) (rewa bus truck accident) (Bags testimony pain of deaths)",[],"[]
",1.0,1
"Bird flu in Bihar's Supaul | Bird flu knocks in Bihar's Supaul, more than 250 chickens killed Bird flu has been confirmed in samples taken from chickens.","[{'Disease': 'Bird flu', 'Location': ""Bihar's Supaul"", 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '250'}]","[
{
""Disease"": ""Bird flu"",
""Location"": ""Supaul, Bihar"",
""Incident"": ""death"",
""Incident_Type"": ""total"",
""Number"": 250
}
]",0.8,0
,[],,1.0,1
"Along with Lumpy, carelessness is also taking the lives of animals, this is the condition of Rajasthan - lumpy disease Rajasthan died cows' veterinary hospital ashok gehlot ntc Due to lumpy disease in Rajasthan, the death toll of animals has reached close to 13000. About 3 kilometers from Jodhpur city, there is a pile of dead bodies of animals. Claims are being made that treatment is being provided but the ground reality is different from this, the problems of the farmers are not taking the name of reducing.","[{'Disease': 'Lumpy Disease', 'Location': 'Rajasthan', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '13000'}]","[{'Disease': 'lumpy disease', 'Location': 'Rajasthan', 'Incident': 'death', 'Incident_Type': 'total', 'Number': 13000}]",1.0,1
"Sawai Madhopur news 2 killed 1 injured in road accident know whole matter. Sawai Madhopur News: 2 killed 1 injured in road accident, know the whole matter. Hindi News, sawai-madhopur | Two bike riders died in a car collision last night at Machhipura turn on Gangapur City-Sawai Madhopur road in Sawai Madhopur district. While a young man was seriously injured.",[],"The provided news article does not contain any information about a disease so it cannot be used to extract relevant events as requested. A dictionary with keys for 'Disease', 'Location', 'Incident', 'Incident_Type' and 'Number' cannot be formed. Therefore, the output is an empty list.

[]",0.0,0
"As cholera cases have increased in the Lalitpur Metropolitan City of Kathmandu Valley with 12 people testing positive, the authorities ban the sale of Pani Puri Has given - Navbharat Times. Municipal police chief Sitaram Hachethu said the metropolis has made internal preparations to stop the sale of pani puri in congested areas and corridor areas. He said that the danger of outbreak of cholera has increased in the valley. The total number of patients infected with cholera has increased to 12 in the Kathmandu Valley.","[{'Disease': 'Cholera', 'Location': 'Kathmandu Valley', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '12'}]","[{'Disease': 'cholera', 'Location': 'Lalitpur Metropolitan City of Kathmandu Valley', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 12},
{'Disease': 'cholera', 'Location': 'Kathmandu Valley', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 12}]",1.0,1
"Jharkhand Corona Updates: Death toll from Corona increasing in Jharkhand, two more deaths, 58 new cases found. The pace of corona infection is increasing in Jharkhand. On July 17, 58 new patients have been found. During this, 80 infected people were recovered and two people died due to corona. After which the number of active cases in the state has increased to 1045.","[{'Disease': 'Corona', 'Location': 'Jharkhand', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '58'}, {'Disease': 'Corona', 'Location': 'Jharkhand', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '2'}]","[
{
'Disease':'Corona',
'Location':'Jharkhand',
'Incident':'case',
'Incident_Type':'new',
'Number':58
},
{
'Disease':'Corona',
'Location':'Jharkhand',
'Incident':'case',
'Incident_Type':'active',
'Number':1045
},
{
'Disease':'Corona',
'Location':'Jharkhand',
'Incident':'death',
'Incident_Type':'new',
'Number':2
},
{
'Disease':'Corona',
'Location':'Jharkhand',
'Incident':'case',
'Incident_Type':'recovered',
'Number':80
}
]",2.0,2
"6 Killed, 12 Injured After Fire Breaks Out At Andhra Pradesh Pharma Unit India News in Hindi | Chief Minister Jagan Mohan Reddy has expressed grief over the incident and announced a compensation of Rs 25 lakh to the next of kin of the deceased.",[],[],1.0,1
"Corona virus: Today again more than one thousand new cases in Delhi, active cases cross 3700. Coronavirus 1094 fresh cases in last 24 hours Active cases in Delhi 3705 - Hindi Oneindia | Delhi reports 1094 fresh COVID19 cases and 2 deaths in the last 24 hours. Delhi reports 1094 fresh COVID19 cases 640 recoveries and 2 deaths in the last 24 hours Active cases 3705","[{'Disease': 'COVID-19', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1094'}, {'Disease': 'COVID-19', 'Location': 'Delhi', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '2'}]","[
  {
    ""Disease"": ""COVID19"",
    ""Location"": ""Delhi"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 1094
  },
  {
    ""Disease"": ""COVID19"",
    ""Location"": ""Delhi"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""total"",
    ""Number"": 3705
  },
  {
    ""Disease"": ""COVID19"",
    ""Location"": ""Delhi"",
    ""Incident"": ""death"",
    ""Incident_Type"": ""new"",
    ""Number"": 2
  },
  {
    ""Disease"": ""COVID19"",
    ""Location"": ""Delhi"",
    ""Incident"": ""recovery"",
    ""Incident_Type"": ""new"",
    ""Number"": 640
  }
]",1.6,0
"Administration wakes up after 61 deaths due to unknown disease in Sukma, two handpumps sealed in Regragatta. In Sukma of Bastar, 61 people died of unknown disease (People died unknown disease in Sukma). These deaths have happened in a total of two years. After which the district administration tested the water of the handpumps of the district (unknown disease in Sukma of Bastar). In this investigation, the amount of iron and fluoride was found to be high in the water of 10 handpumps. The administration has sealed two handpumps and stopped water supply from 8 handpumps (hand pumps seal in sukma regagadatta village).","[{'Disease': '', 'Location': 'Sukma', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '61'}]","[{'Disease': 'unknown disease', 'Location':'Sukma of Bastar', 'Incident':'death', 'Incident_Type':'total', 'Number':61}]",0.8,0
"Rewa Bus Accident: Bags full of Diwali happiness are giving testimony of gruesome deaths, this sign will reach the homes of the victims' families along with the dead bodies. Whoever heard the news of the horrific road accident near Sohagi in Rewa district on late Friday night, his heart burst. 15 laborers died and more than 40 were injured in the accident. In Hyderabad-Secunderabad, the dreams of sharing the happiness of Diwali with the family were added to the savings by working as wages. The laborers who died in the accident were carrying Diwali gifts for their families in their bags. But everything ended halfway before reaching home. Bags are loaded on stretchers near the dead laborers in the hospital. Preparations are on to send these bags along with the dead bodies. That's it, now this bag is the last symbol for those families, whose lamp got extinguished just before Diwali. ",[],[],1.0,1
Dhanbad judge murder case news verdict may come next month cbi testified 58 people now there will be clarification statement on 28th June Now there will be a clarification statement on June 28. The special CBI court hearing the Dhanbad District Judge Uttam Anand case is likely to pronounce its verdict next month. The court has closed the prosecution evidence. So far 58 people have registered their testimony.,[],[],1.0,1
"Dhanbad judge murder case news verdict may come next month ,CBI testified 58 people Now there will be a clarification statement on June 28. The special CBI court hearing the Dhanbad District Judge Uttam Anand case is likely to pronounce its verdict next month. The court has closed the prosecution evidence. So far 58 people have registered their testimony.",[],[],1.0,1
"Second case of monkeypox came to light in Delhi, confirmation of infection in African citizen. TheHealthSite.com Hindi | So far 6 cases of monkeypox have been reported in India. Four cases of infection were reported from Kerala, out of which a 22-year-old youth died of the disease. So far 2 cases have been confirmed in Delhi.","[{'Disease': 'Monkey pox', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '6'}, {'Disease': 'Monkey pox', 'Location': 'Kerela', 'Incident (case or death)': 'case ', 'Incident Type (new or total)': 'total', 'Number': '4'}, {'Disease': 'Monkey pox', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '2'}, {'Disease': 'Monkey pox', 'Location': 'Kerela', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '1'}]","[{'Disease': 'monkeypox', 'Location': 'Delhi', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 1},
 {'Disease': 'monkeypox', 'Location': 'India', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 6},
 {'Disease': 'monkeypox', 'Location': 'Kerala', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 4},
 {'Disease': 'monkeypox', 'Location': 'Kerala', 'Incident': 'death', 'Incident_Type': 'new', 'Number': 1},
 {'Disease': 'monkeypox', 'Location': 'Delhi', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 2}]",2.8000000000000003,0
"OMG: Life in trouble, the scooty broke into two pieces on the middle of the road | Meerut Scooty Accident: This accident happened on Friday in Meerut, Uttar Pradesh. Due to the sudden breakdown of the scooty, the person riding on it fell on the middle of the road. During this, the life of a person named Utsav Agarwal was narrowly saved by the vehicles coming from behind.",[],[],1.0,1
"Corona infection increased in Chhattisgarh 129 new patients were found in 24 hours One dead 983 active cases in the state The increasing number of corona infected in Chhattisgarh has increased the concern of the health department. On Friday, 129 new patients have been found in the state. With this, the number of active patients has increased to 983.","[{'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '129'}, {'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '983'}]","[{""Disease"": ""Corona"", ""Location"": ""Chhattisgarh"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 129}, 
{""Disease"": ""Corona"", ""Location"": ""Chhattisgarh"", ""Incident"": ""death"", ""Incident_Type"": ""new"", ""Number"": 1},
{""Disease"": ""Corona"", ""Location"": ""Chhattisgarh"", ""Incident"": ""case"", ""Incident_Type"": ""total"", ""Number"": 983}]",3.0,3
"Road accident in Undarda village of Dungarpur one woman killed 6 injured car was drunk and driving. Outburst of anger: First drank heavily, then ran the car on the road like a monster, one died and 6 were injured. Hindi News, Dungarpur | Aspur: In Undarda village of Dovda police station area of Dungarpur district, an inebriated car driver rammed two bikes running ahead while running the car. Six people, including a woman riding both bikes, were injured in the accident. Here, after the accident, people caught the driver of the car. Beaten him fiercely.",[],The given news article does not provide information about any disease hence no events can be extracted according to the provided instructions. The result is an empty list. [],0.0,0
"Dengue Cases in Delhi | Dengue is spreading in Delhi, 82 cases have been registered so far this year. Navabharat (Navbharat). New Delhi: In the last one week, one more case of dengue has been registered in Delhi and so far this year 82 patients have come forward. According to a report by the South Delhi Municipal Corporation, 81 cases of dengue were reported in the city till April 30 this year. ","[{'Disease': 'Dengue', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'Dengue', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '82'}]","[
{
""Disease"": ""Dengue"",
""Location"": ""Delhi"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 1
},
{
""Disease"": ""Dengue"",
""Location"": ""Delhi"",
""Incident"": ""case"",
""Incident_Type"": ""total"",
""Number"": 82
}
]",2.0,2
"Coronavirus: 7584 new cases of corona in India in 24 hours, 24 patients died, active cases crossed 36 thousand. Coronavirus: New cases of corona infection continue to boom in India. In the last 24 hours, more than 7500 new corona cases have been found in India. Maharashtra alone received 2,813 new  cases of Covid-19 on Thursday.","[{'Disease': 'Corona', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '7584'}, {'Disease': 'Corona', 'Location': 'India', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '24'}, {'Disease': 'Corona', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '36000'}, {'Disease': 'Corona', 'Location': 'Maharastra', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '2813'}]","[
{
'Disease': 'Coronavirus',
'Location': 'India',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 7584
},
{
'Disease': 'Coronavirus',
'Location': 'India',
'Incident': 'death',
'Incident_Type': 'new',
'Number': 24
},
{
'Disease': 'Coronavirus',
'Location': 'India',
'Incident': 'case',
'Incident_Type': 'active',
'Number': 36000
},
{
'Disease': 'Coronavirus',
'Location': 'Maharashtra',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 2813
}
]",3.5999999999999996,2
"Delhi Reports 2nd Monkeypox Case In Hindi | Second case of monkeypox came to the fore in Delhi, confirmation of infection in African citizen. TheHealthSite.com Hindi | So far 6 cases of monkeypox have been reported in India. Four cases of infection were reported from Kerala, out of which a 22-year-old youth died of the disease. So far 2 cases have been confirmed in Delhi.","[{'Disease': 'Monkeypox', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '2'}, {'Disease': 'Monkeypox', 'Location': 'Kerala', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '4'}, {'Disease': 'Monkeypox', 'Location': 'Kerala', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '1'}, {'Disease': 'Monkeypox', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '6'}]","[
{""Disease"": ""monkeypox"", ""Location"": ""Delhi"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 2},
{""Disease"": ""monkeypox"", ""Location"": ""India"", ""Incident"": ""case"", ""Incident_Type"": ""total"", ""Number"": 6},
{""Disease"": ""monkeypox"", ""Location"": ""Kerala"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 4},
{""Disease"": ""monkeypox"", ""Location"": ""Kerala"", ""Incident"": ""death"", ""Incident_Type"": ""new"", ""Number"": 1}
]",3.4000000000000004,1
"After Corona and monkeypox, new disease scare, 5 cases have come in Kerala, 7 days quarantine if symptoms appear - India TV Hindi News. Tomato Flu: Experts say that children should be quarantined for seven days if they show symptoms of tomato flu. This flu can also infect adults.","[{'Disease': 'Tomato Flu', 'Location': 'Kerala', 'Incident (case or death)': 'case', 'Incident Type (new or total)': '', 'Number': '5'}]","[
  {
    ""Disease"": ""Corona"", 
    ""Location"": ""Kerala"", 
    ""Incident"": ""case"", 
    ""Incident_Type"": ""new"", 
    ""Number"": ""5""
  },
  {
    ""Disease"": ""monkeypox"", 
    ""Location"": ""Kerala"", 
    ""Incident"": ""case"", 
    ""Incident_Type"": ""new"", 
    ""Number"": ""5""
  },
  {
    ""Disease"": ""Tomato Flu"", 
    ""Location"": null, 
    ""Incident"": ""case"", 
    ""Incident_Type"": ""new"", 
    ""Number"": null
  }
]",0.6,0
"Corona speeds up in Haryana, more than 1200 new cases of Covid-19 in 14 days Haryana Coronavirus News: More than 1200 new cases of Covid-19 have been reported in Haryana in 14 days, out of which 1000 cases are from Gurugram district. This information has been given in the official figures. There has been an increase in the cases of Covid-19 in this district in the last few days. In its neighboring Delhi too, there has been a spurt in daily Covid cases, and the infection rate has crossed two per cent. The Kovid infection rate in Haryana was 1.27 percent on 28 February, 0.41 percent on 31 March and 2.72 percent on 14 April. Between March 31 and April 14, 1211, new cases of Covid-19 have been reported in the state. This thing came out from the analysis of the data of the State Health Department.","[{'Disease': 'COVID-19', 'Location': 'Haryana', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1211'}, {'Disease': 'COVID-19', 'Location': 'Gurugram', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1000'}, {'Disease': 'COVID-19', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': ''}]","[
  {
    ""Disease"": ""Covid-19"",
    ""Location"": ""Haryana"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": ""1200""
  },
  
  {
    ""Disease"": ""Covid-19"",
    ""Location"": ""Gurugram district"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": ""1000""
  },
  
  {
    ""Disease"": ""Covid-19"",
    ""Location"": ""Delhi"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": ""unknown""
  },
  
  {
    ""Disease"": ""Covid-19"",
    ""Location"": ""Haryana"",
    ""Incident"": ""infection rate"",
    ""Incident_Type"": ""total"",
    ""Number"": ""2.72 percent""
  }
]",2.6,1
"Kaithal News: Fire in Battery Factory Due to Short Circuit - Kaithal News | Accident near old railway station, two vehicles of fire department reached.",[],"The provided news article does not mention any disease-related event, therefore, the resulting list would be empty.",0.0,0
"Police started 'Dhaakad' scheme to save youth from drugs, team of students will be formed in college also. Within two years, 25 youths died in Rana Majra village of Panipat district in Haryana. This village is just an example. Drugs have destroyed many lives in the state. The situation is such that not only in the cities but also in the villages, youths are getting involved in drug addiction. There are many villages in Haryana where not only youth, but children were also found addicted to drugs. Even today the supply of drugs is going on fearlessly in the state. In view of such situation, Haryana government is now running Dhadak scheme in Haryana against drug addiction program to control drug addiction.",[],"[{'Disease': 'Drug addiction', 'Location': 'Rana Majra village, Panipat district, Haryana ', 'Incident': 'death', 'Incident_Type': 'total', 'Number': 25},
{'Disease': 'Drug addiction', 'Location': 'Haryana', 'Incident': 'case', 'Incident_Type': 'new', 'Number': None}]",0.0,0
Another 44 people are corona positive in Telangana (ap7am). There is a slight increase in daily cases of Corona in Telangana. ,"[{'Disease': 'Corona', 'Location': 'Telangana', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '44'}]","[{'Disease': 'corona', 'Location': 'Telangana', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 44}]",1.0,1
"XBB.1.5 Variant First Case Identifies In Telangana After Gujarat Karnataka Rajasthan | New Corona Variant: First 'XBB.1.5 Variant' Corona case identified in Telangana, how dangerous is it? . The number of such cases registered in the country till now has reached to seven. Earlier, three cases of XBB.1.5 were reported in Gujarat, one in Karnataka and one in Rajasthan.","[{'Disease': 'XBB.1.5 Variant', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '7'}, {'Disease': 'XBB.1.5 Variant ', 'Location': 'Telangana', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'XBB.1.5 Variant ', 'Location': 'Gujarat', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '3'}, {'Disease': 'XBB.1.5 Variant ', 'Location': 'Karnataka', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'XBB.1.5 Variant ', 'Location': 'Rajasthan', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}]","[{'Disease': 'XBB.1.5 Variant', 'Location': 'Telangana', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 1}, 
 {'Disease': 'XBB.1.5 Variant', 'Location': 'Gujarat', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 3}, 
 {'Disease': 'XBB.1.5 Variant', 'Location': 'Karnataka', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 1}, 
 {'Disease': 'XBB.1.5 Variant', 'Location': 'Rajasthan', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 1}, 
 {'Disease': 'XBB.1.5 Variant', 'Location': 'India', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 7}]",4.3999999999999995,2
,[],,1.0,1
"H3n2 deaths in india, H3N2 Virus: Third death in the country.58 years old woman dies in Gujarat - 58 years old woman dies of flu like symptoms sample sent for h3n2 testing in vadodara of gujarat - Samayam Telugu .Influenza sub-category H3N2 virus is ringing alarm bells in the country. As the spread of influenza is alarming, health experts suggest that people must wear masks and keep their hands clean. Also, former director of AIIMS, Randeep Guleria, recently said that people with high risk should be isolated like during the Covid epidemic and vaccination should be given to everyone. The first two deaths in the country were reported last week.","[{'Disease': 'H3N2 Virus', 'Location': 'India', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '3'}]","[{'Disease': 'H3N2 Virus', 'Location': 'Gujarat', 'Incident': 'death', 'Incident_Type': 'new', 'Number': 1}, {'Disease': 'H3N2 Virus', 'Location': 'India', 'Incident': 'death', 'Incident_Type': 'total', 'Number': 3}]",1.0,1
"12-year-old boy injured, 5-year-old boy died of rabies... A 12-year-old boy suffered severe injuries on his face and another 5-year-old girl died of rabies in two stray dog attacks in Telangana.","[{'Disease': 'Rabies', 'Location': 'Telangana', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}]","[ 
  {
    'Disease': 'Rabies',
    'Location': 'Telangana',
    'Incident': 'case',
    'Incident_Type': 'new',
    'Number': 1
  },
  {
    'Disease': 'Rabies',
    'Location': 'Telangana',
    'Incident': 'death',
    'Incident_Type': 'new',
    'Number': 1
  }
]",1.0,1
Road Accident: A serious road accident took place in Adilabad district. Four people died in this incident. ,[],[],1.0,1
