article,true_label,predicted_label(Chat_gpt),Soft_score,Hard_score
"Monkeypox virus spread through sexual intercourse in 3 out of 4 cases found in India: sources dpk – News18 Hindi | Sources told that from whom and how the infection of monkeypox virus came to this patient, information is currently being gathered. Patient is not sharing information correctly. First he talked about partying in Shimla's Mashobra, then Manali. According to sources, health officials suspect that this person came in contact with a foreign tourist in Manali or a group in which someone was already infected with monkeypox.","[{'Disease': 'Monkeypox', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '4'}]","[{
""Disease"": ""Monkeypox"",
""Location"": ""India"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 4
},
{
""Disease"": ""Monkeypox"",
""Location"": ""Shimla's Mashobra, Manali"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 1
}]",0.6,0
"Covid-19 case found after three months in Meerut, UP, whole family quarantined. Meerut CMO Dr. Akhilesh Mohan said that in the test report of 652 samples, one person has been found corona infected.","[{'Disease': 'COVID-19', 'Location': 'Meerut', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}]","[{'Disease': 'Covid-19', 'Location': 'Meerut, UP', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 1}]",1.0,1
"Monkeypox virus spread through sexual intercourse in 3 out of 4 cases found in India: sources dpk – News18 Hindi | Sources told that from whom and how the infection of monkeypox virus came to this patient, information is currently being gathered. Patient is not sharing information correctly. First he talked about partying in Shimla's Mashobra, then Manali. According to sources, health officials suspect that this person came in contact with a foreign tourist in Manali or a group in which someone was already infected with monkeypox.","[{'Disease': 'Monkeypox', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '3'}]","[{'Disease': 'Monkeypox virus', 'Location': 'India', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 4}]",0.8,0
 Nine positive cases of Corona were found in the district - Deoria News ,"[{'Disease': 'Corona', 'Location': 'Deoria', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '9'}]","[{'Disease': 'Corona', 'Location': 'Deoria', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 9}]",1.0,1
"Banda: Diarrhea spread in the area, 12 patients admitted to CHC","[{'Disease': 'Diarrhea', 'Location': 'Banda', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '12'}]","[{
'Disease': 'Diarrhea',
'Location': 'Banda',
'Incident': 'case',
'Incident_Type': 'new',
'Number': '12'
}]",1.0,1
9 Coeona Cases Found - Nine positive cases of Corona were found in the district - Deoria News | Nine positive cases of corona were found in the district.,"[{'Disease': 'COVID-19', 'Location': 'Deoria', 'Incident (case or death)': 'case', 'Incident Type (new or total)': '', 'Number': '9'}]","[{'Disease': 'Corona', 'Location': 'Deoria', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 9 }]",0.6,0
"Where Chief Minister Arvind Kejriwal resides, there is also the hub of dengue cases in posh areas. In Delhi, a total of 525 new cases of mosquito-borne disease dengue have been reported so far this year. The highest number of cases are coming from posh areas, including the area of Chief Minister Arvind Kejriwal's official residence, Civil Lines.","[{'Disease': 'Dengue', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '525'}]","[{'Disease': 'dengue', 'Location': 'Delhi', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 525}, {'Disease': 'dengue', 'Location': 'Civil Lines', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 'unknown'}]",0.8,0
"Rajasthan: NEET Aspirant Dies in Kota, 35 Other Students Fall Ill from Drinking Polluted Water - Hindi Oneindia | According to Kota's Chief Medical and Health Officer (CMHO), Dr. Jagdish Soni, Hepatic Encephalopathy is a neurological disorder related to the nervous system, which leads to several serious liver-related diseases.","[{'Disease': '', 'Location': 'Kota', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '35'}, {'Disease': 'Hepatic Encephalopathy', 'Location': 'Kota', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': '1'}]","[{'Disease': 'Hepatic Encephalopathy', 'Location': 'Kota, Rajasthan', 'Incident': 'death', 'Incident_Type': 'new', 'Number': 1},
 {'Disease': 'Hepatic Encephalopathy', 'Location': 'Kota, Rajasthan', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 35}]",1.4,0
"Dengue resides where Chief Minister Arvind Kejriwal lives, most dengue cases in posh areas. A total of 525 new cases of dengue, a mosquito-borne disease, have been reported in Delhi this year. Most of the cases are coming from posh areas, including Civil Lines, the official residence of Chief Minister Arvind Kejriwal.","[{'Disease': 'Dengue', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '525'}]","[{""Disease"": ""dengue"", ""Location"": ""Delhi"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 525}, 
{""Disease"": ""dengue"", ""Location"": ""Civil Lines"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": ""unknown""}]",1.0,1
"CG corona update: 161 new corona infected patients in Chhattisgarh, cases increasing continuously in Durg. Corona figures in Chhattisgarh: Corona is moving towards the fourth wave in Chhattisgarh. For the last few days, the number of corona patients has increased continuously. The number of corona patients in the state has crossed one thousand. The positivity rate is 1.39 percent.","[{'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '161'}, {'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1000'}]","[{'Disease': 'corona', 'Location': 'Chhattisgarh', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 161},
 {'Disease': 'corona', 'Location': 'Durg', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 'unknown'},
 {'Disease': 'corona', 'Location': 'Chhattisgarh', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 'over 1000'}]",2.0,2
"CG corona update: 161 new corona infected patients in Chhattisgarh, cases increasing continuously in Durg. Corona figures in Chhattisgarh: Corona is moving towards the fourth wave in Chhattisgarh. For the last few days, the number of corona patients has increased continuously. The number of corona patients in the state has crossed one thousand. The positivity rate is 1.39 percent.","[{'Disease': 'COVID-19', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '161'}, {'Disease': 'COVID-19', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1000'}]","[
  {
    ""Disease"": ""corona"",
    ""Location"": ""Chhattisgarh"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 161
  },
  {
    ""Disease"": ""corona"",
    ""Location"": ""Durg"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": ""not specified""
  },
  {
    ""Disease"": ""corona"",
    ""Location"": ""Chhattisgarh"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""total"",
    ""Number"": 1000
  }
]",1.6,0
"10 New Cases Of Corona Found, All Home Isolated - On Thursday, 10 new cases of Corona were found, all isolated at home - Panipat News. New 10 cases of corona were found on Thursday, all were isolated at home.","[{'Disease': 'COVID-19', 'Location': 'Panipat', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '10'}]","[{
'Disease': 'Corona',
'Location': 'Panipat',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 10
}]",0.8,0
" On Thursday, 10 new cases of Corona were found, all isolated at home - Panipat News .","[{'Disease': 'Corona', 'Location': 'Panipat', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '10'}]","[{'Disease': 'Corona', 'Location': 'Panipat', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 10}]",1.0,1
"Lumpy Virus | Lumpy virus knocks in Thane as well, MBMC ready to deal with the disease. Navabharat (Navbharat). Anil Chauhan Bhayandar: Lumpy Skin Virus, which is mercilessly killing cows, has spread to many states of the country including Maharashtra. This disease has also knocked in Thane district. In Ambernath, Shahapur, Bhiwandi, 14 cattle have been found infected with Lumpy virus. ","[{'Disease': 'Lumpy virus', 'Location': 'Ambernath', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '14'}, {'Disease': 'Lumpy virus', 'Location': 'shahapur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '14'}, {'Disease': 'Lumpy virus', 'Location': 'Bhiwandi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '14'}]","[
{
'Disease': 'Lumpy Skin Virus',
'Location': 'Thane district',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 14
},
{
'Disease': 'Lumpy Skin Virus',
'Location': 'Ambernath',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 'unknown'
},
{
'Disease': 'Lumpy Skin Virus',
'Location': 'Shahapur',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 'unknown'
},
{
'Disease': 'Lumpy Skin Virus',
'Location': 'Bhiwandi',
'Incident': 'case',
'Incident_Type': 'new',
'Number': 'unknown'
}
]",1.7999999999999998,0
"Three New Corona Infected Were Found, Now The Number Is Six on Wednesday - Aligarh News ","[{'Disease': 'Corona', 'Location': 'Aligarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '3'}, {'Disease': 'Corona', 'Location': 'Aligarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '6'}]","[{'Disease': 'Corona', 'Location': 'Aligarh', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 3}, {'Disease': 'Corona', 'Location': 'Aligarh', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 6}]",2.0,2
"Delhi corona update Corona infection rate is continuously decreasing, 377 new cases of corona in last 24 hours. Corona cases are increasing in the capital Delhi. It is a matter of relief that the pace of infection has reduced. In the last 24 hours, 377 new cases have been confirmed. At the same time, during the last 24 hours, two patients died of corona. ","[{'Disease': 'Corona', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '377'}, {'Disease': 'Corona', 'Location': 'Delhi', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'total', 'Number': 'Two'}]","[{'Disease': 'Corona', 'Location': 'Delhi', 'Incident': 'case', 'Incident_Type': 'new', 'Number': '377'},
{'Disease': 'Corona', 'Location': 'Delhi', 'Incident': 'death', 'Incident_Type': 'total', 'Number': '2'}]",1.8,1
"Corona Mock Drill Chandrapur: Chandrapurat Corona Mockdrill; Health system claims to be competent, corona mock drill started in Chandrapur 18 active corona patient found health system claims to be competent. In Chandrapur district, the mock drill of Corona has started from today, and the mock drill will be completed in the evening. The health system of Chandrapur district is capable of fighting against Corona.","[{'Disease': 'Corona', 'Location': 'Chandrapur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '18'}]","[{
'Disease': 'Corona',
'Location': 'Chandrapur',
'Incident': 'case',
'Incident_Type': 'active',
'Number': 18
}]",0.8,0
"Bihar Corona update speed of corona is not stopping in Bihar 136 patients including 53 were found in Patna The process of getting the maximum number of corona patients continues in Patna. Investigation found 53 infected in Patna. 28 patients were found in Gaya, 11 in Purnea, nine in Bhagalpur and seven in Khagaria.","[{'Disease': 'Corona', 'Location': 'Bihar', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '136'}, {'Disease': 'Corona', 'Location': 'Patna', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '53'}, {'Disease': 'Corona', 'Location': 'Gaya', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '28'}, {'Disease': 'Corona', 'Location': 'Purnea', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '11'}, {'Disease': 'Corona', 'Location': 'Bhagalpur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '9'}, {'Disease': 'Corona', 'Location': 'Khagaria', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '7'}]","[
  {
    ""Disease"": ""Corona"",
    ""Location"": ""Patna"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 53
  },
  {
    ""Disease"": ""Corona"",
    ""Location"": ""Gaya"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 28
  },
  {
    ""Disease"": ""Corona"",
    ""Location"": ""Purnea"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 11
  },
  {
    ""Disease"": ""Corona"",
    ""Location"": ""Bhagalpur"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 9
  },
  {
    ""Disease"": ""Corona"",
    ""Location"": ""Khagaria"",
    ""Incident"": ""case"",
    ""Incident_Type"": ""new"",
    ""Number"": 7
  }
]",5.0,5
" Corona Cases In UP: Corona scare in Gautam Budh Nagar, more than 100 cases in 24 hours, 206 cases surfaced in Uttar Pradesh","[{'Disease': 'Corona', 'Location': 'Gautam Budh Nagar,UP', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '100'}, {'Disease': 'Corona', 'Location': 'Uttar Pradesh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '206'}]","[ 
  {
    'Disease': 'Corona',
    'Location': 'Gautam Budh Nagar',
    'Incident': 'case',
    'Incident_Type': 'new',
    'Number': 100
  },
  {
    'Disease': 'Corona',
    'Location': 'Uttar Pradesh',
    'Incident': 'case',
    'Incident_Type': 'new',
    'Number': 206
  }
]",2.0,2
Kathua - Dengue stings three people - Kathua News ,"[{'Disease': 'Dengue', 'Location': 'Kathua', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '3'}]","[{'Disease': 'Dengue', 'Location': 'Kathua', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 3}]",1.0,1
"23 more TB patients found on Integrated Nikshay Day, treatment started - Saharanpur. Integrated Defense Day was celebrated at all health units on January 16 Janvani Correspondent | Saharanpur: Utility of Integrated Defense Day organized on 16th January","[{'Disease': 'Tuberculosis', 'Location': 'Saharanpur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '23'}]","[{'Disease': 'TB', 'Location': 'Saharanpur', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 23}]",0.8,0
32 People Found Corona Infected In Panchkula District - ,"[{'Disease': 'Corona', 'Location': 'Panchkula', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '32'}]","[{'Disease': 'Corona', 'Location': 'Panchkula District', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 32}]",1.0,1
"1 Dead After Sudden Rise Of Dengue Cases In Jaipur | Rajasthan: 155% increase in dengue cases in Jaipur, 1 death. Of the 1,201 dengue cases reported in Jaipur between January 1 and September 27, 730 were reported in just 19 days. Health department official has asked people to be careful","[{'Disease': 'Dengue', 'Location': 'Jaipur', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'Dengue', 'Location': 'Jaipur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1201'}]","[
    {
        ""Disease"": ""Dengue"",
        ""Location"": ""Jaipur"",
        ""Incident"": ""case"",
        ""Incident_Type"": ""total"",
        ""Number"": 1201
    },
    {
        ""Disease"": ""Dengue"",
        ""Location"": ""Jaipur"",
        ""Incident"": ""case"",
        ""Incident_Type"": ""new"",
        ""Number"": 730
    },
    {
        ""Disease"": ""Dengue"",
        ""Location"": ""Jaipur"",
        ""Incident"": ""death"",
        ""Incident_Type"": ""new"",
        ""Number"": 1
    }
]",2.0,2
"Chhattisgarh Corona Tracker Corona patient found in Durg district of Chhattisgarh. With the confirmation of 1 corona patient in Chhattisgarh, the total number of cases has increased to 1177760. chhattisgarh corona update today The positivity rate in the state is 0.23 percent. CG Corona update The number of active cases in the state remains at 7 only. A corona patient was found in Durg district on Friday. No one has died from Corona. chhattisgarh corona tracker There are no active corona patients in 24 districts of Chhattisgarh. Corona active patient in Chhattisgarh","[{'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '1177760'}]","[{'Disease': 'Corona', 'Location': 'Durg district, Chhattisgarh', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 1}, 
{'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident': 'case', 'Incident_Type': 'total', 'Number': 1177760}, 
{'Disease': 'Corona', 'Location': 'Chhattisgarh', 'Incident': 'case', 'Incident_Type': 'active', 'Number': 7}, 
{'Disease': 'Corona', 'Location': '24 districts of Chhattisgarh', 'Incident': 'case', 'Incident_Type': 'active', 'Number': 0}]",2.0,2
Ten new cases of Corona surfaced - Ambala News ,"[{'Disease': 'Corona', 'Location': 'Ambala', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '10'}]","[{'Disease': 'Corona', 'Location': 'Ambala', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 10}]",1.0,1
"4 foreigners found coronavirus infected in Bihar's Gaya, a young man from China quarantined in Agra. Patrika News | Coronavirus Updates In the investigation report that came on December 26 in the country, 196 new coronavirus cases were found in the last 24 hours. But due to foreign travelers or foreign tourists, coronavirus cases have started coming in the country. After Agra, 4 foreign coronaviruses were found infected in Bihar's Gaya. But surprisingly, none of the symptoms of corona were visible in them. One of the 12 passengers who returned from China at the Bengaluru airport has tested positive for coronavirus. As per the latest information, 2 COVID positive cases have been reported at Kolkata airport. , National News News | Undefined News | Patrika News","[{'Disease': 'Corona', 'Location': 'Bihar', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '4'}, {'Disease': 'Corona', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '196'}, {'Disease': 'Corona', 'Location': 'Bengaluru', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'Corona', 'Location': 'Kolkata', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '2'}]","[{'Disease': 'coronavirus', 'Location': 'Bihar\'s Gaya', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 4}, 
{'Disease': 'coronavirus', 'Location': 'Agra', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 1}, 
{'Disease': 'coronavirus', 'Location': 'Bengaluru airport', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 1}, 
{'Disease': 'coronavirus', 'Location': 'Kolkata airport', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 2}, 
{'Disease': 'coronavirus', 'Location': 'country', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 196}]",3.8,3
"Bihar Gaya 4 foreign coronavirus infected youth Agra quarantine | 4 foreigners found coronavirus infected in Bihar's Gaya, a young man from China quarantined in Agra. Patrika News | Coronavirus Updates In the investigation report that came on December 26 in the country, 196 new coronavirus cases were found in the last 24 hours. But due to foreign travelers or foreign tourists, coronavirus cases have started coming in the country. After Agra, 4 foreign coronaviruses were found infected in Bihar's Gaya. But surprisingly, none of the symptoms of corona were visible in them. One of the 12 passengers who returned from China at the Bengaluru airport has tested positive for coronavirus. As per the latest information, 2 COVID positive cases have been reported at Kolkata airport.  National News News | Undefined News | Patrika News","[{'Disease': 'COVID-19', 'Location': 'Agra', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'COVID-19', 'Location': 'Bihar', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '4'}, {'Disease': 'COVID-19', 'Location': 'Kolkata', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '2'}, {'Disease': 'COVID-19', 'Location': 'Bengaluru', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1'}, {'Disease': 'COVID-19', 'Location': 'India', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new ', 'Number': '196'}]","[
    {
        ""Disease"": ""Coronavirus"",
        ""Location"": ""Bihar's Gaya"",
        ""Incident"": ""case"",
        ""Incident_Type"": ""new"",
        ""Number"": 4
    },
    {
        ""Disease"": ""Coronavirus"",
        ""Location"": ""Agra"",
        ""Incident"": ""case"",
        ""Incident_Type"": ""new"",
        ""Number"": 1
    },
    {
        ""Disease"": ""Coronavirus"",
        ""Location"": ""Bengaluru airport"",
        ""Incident"": ""case"",
        ""Incident_Type"": ""new"",
        ""Number"": 1
    },
    {
        ""Disease"": ""Coronavirus"",
        ""Location"": ""Kolkata airport"",
        ""Incident"": ""case"",
        ""Incident_Type"": ""new"",
        ""Number"": 2
    },
    {
        ""Disease"": ""Coronavirus"",
        ""Location"": ""India"",
        ""Incident"": ""case"",
        ""Incident_Type"": ""new"",
        ""Number"": 196
    }
]",3.8000000000000003,0
"993 new cases of corona infection confirmed in Maharashtra, five people died. Mumbai, April 22 (UNI) During the last 24 hours, 993 new cases of corona virus (Covid-19) have been reported in Maharashtra and five more people have died due to the infection. This information was given in the health bulletin on Saturday.","[{'Disease': 'COVID-19', 'Location': 'Maharashtra', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '993'}, {'Disease': 'COVID-19', 'Location': 'Maharashtra', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '5'}]","[{'Disease': 'corona virus', 'Location': 'Maharashtra', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 993},
 {'Disease': 'corona virus', 'Location': 'Maharashtra', 'Incident': 'death', 'Incident_Type': 'new', 'Number': 5}]",1.6,0
"Covid-19: Corona knocks again in Bihar in new form, number of active patients crosses 50 - Covid 19 new variant has knocked in Bihar as number of active corona cases has crossed 50 The number of active patients of corona has increased to 51 in Bihar. There are a total of 32 active patients in Patna district. On the other hand, talking about the new variant of Corona, Dr. Manish Mandal said that this new variant can seriously disturb the patients of diabetes, BP, kidney and heart.","[{'Disease': 'COVID-19', 'Location': 'Bihar ', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '51'}, {'Disease': 'COVID-19', 'Location': 'Patna', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '32'}]","[{""Disease"": ""Covid-19"", ""Location"": ""Bihar"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 51}, {""Disease"": ""Covid-19"", ""Location"": ""Patna district"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 32}]",1.6,0
"Mumbai, April 22 (UNI) During the last 24 hours, 993 new cases of corona virus (Covid-19) have been reported in Maharashtra and five more people have died due to the infection. This information was given in the health bulletin on Saturday.","[{'Disease': 'Corona', 'Location': 'Maharastra', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '993'}, {'Disease': 'Corona', 'Location': 'Maharastra', 'Incident (case or death)': 'death', 'Incident Type (new or total)': 'new', 'Number': '5'}]","[{'Disease': 'corona virus (Covid-19)', 'Location': 'Maharashtra', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 993}, 
{'Disease': 'corona virus (Covid-19)', 'Location': 'Maharashtra', 'Incident': 'death', 'Incident_Type': 'new', 'Number': 5}]",1.6,0
"HIV patients increasing rapidly but treatment possible. Not only men and women, children and third gender are also fast coming under the grip of HIV. Patrika News | In Uttar Pradesh's Saharanpur district, not only men and women but children and third gender are also in the grip of HIV virus. 2800 patients are being treated here. Of these, 70 are children and 36 are of the third gender. Saharanpur News | Undefined News | Patrika News","[{'Disease': 'HIV', 'Location': 'Uttar Pradesh', 'Incident (case or death)': 'case', 'Incident Type (new or total)': '', 'Number': ''}]","[{""Disease"": ""HIV"", ""Location"": ""Saharanpur district, Uttar Pradesh"", ""Incident"": ""case"", ""Incident_Type"": ""total"", ""Number"": 2800},
{""Disease"": ""HIV"", ""Location"": ""Saharanpur district, Uttar Pradesh"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 70},
{""Disease"": ""HIV"", ""Location"": ""Saharanpur district, Uttar Pradesh"", ""Incident"": ""case"", ""Incident_Type"": ""new"", ""Number"": 36}]",0.6,0
"Corona cases are increasing in Delhi-NCR, the infection rate in Delhi is 8 percent. The cases of Covid-19 have started increasing once again in Delhi-NCR. In the last 24 hours, 1934 cases of Covid-19 have been reported in Delhi. 59 new cases of corona have been reported in Ghaziabad. A total of 719 new cases of corona have been reported in the district in June. The ever-increasing graph of corona infected patients has increased the concern of Gautam Buddha Nagar. After a long time, the highest number of 168 new cases of corona infection were registered in Noida on Wednesday.","[{'Disease': 'COVID-19', 'Location': 'Delhi', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '1934'}, {'Disease': 'COVID-19', 'Location': 'Ghaziabad', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '59'}, {'Disease': 'COVID-19', 'Location': 'Noida', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '168'}, {'Disease': 'COVID-19', 'Location': 'Ghaziabad', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '719'}]","[{
""Disease"": ""Covid-19"",
""Location"": ""Delhi-NCR"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 1934
}, 
{
""Disease"": ""Covid-19"",
""Location"": ""Ghaziabad"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 59
},
{
""Disease"": ""Covid-19"",
""Location"": ""Ghaziabad"",
""Incident"": ""case"",
""Incident_Type"": ""total"",
""Number"": 719
},
{
""Disease"": ""Covid-19"",
""Location"": ""Noida"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 168
}]",4.0,4
"73% of the total patients received in a week came to Jaipur; Dholpur at number two. 73 percent of the total patients found in the state in a week came to Jaipur; Dholpur is second with 52 patients - Dainik Bhaskar | Corona in Rajasthan has been increasing continuously for the last two weeks. Capital Jaipur remains the biggest hotspot in the state. More than 50 cases of corona have been found here for the second consecutive day today. During the last 24 hours, 63 new patients have been found in the district. If we look at the report of the last one week, this is the fourth time that more than 50 cases of corona have been found in Jaipur. Rajasthan Jaipur Coronavirus Cases Update Corona in Rajasthan has been increasing continuously for the last two weeks. Capital Jaipur remains the biggest hotspot in the state. More than 50 cases of corona have been found here for the second consecutive day today.","[{'Disease': 'COVID-19', 'Location': 'Jaipur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '63'}, {'Disease': 'COVID-19', 'Location': 'Dholpur', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'new', 'Number': '52'}]","[
{ 
""Disease"": ""Corona"",
""Location"": ""Jaipur"",
""Incident"": ""case"",
""Incident_Type"": ""new"",
""Number"": 63
},
{
""Disease"": ""Corona"",
""Location"": ""Jaipur"",
""Incident"": ""case"",
""Incident_Type"": ""total"",
""Number"": ""73%""
},
{
""Disease"": ""Corona"",
""Location"": ""Dholpur"",
""Incident"": ""case"",
""Incident_Type"": ""total"",
""Number"": 52
}]
",1.4,0
"Diarrhea Outbreak in Ahmatia Village, 14 Sick, One Serious Outbreak of diarrhea in Ahmatia village, 14 sick, one serious.","[{'Disease': 'Diarrhea', 'Location': 'Ahmatia', 'Incident (case or death)': 'case', 'Incident Type (new or total)': 'total', 'Number': '14'}]","[{'Disease': 'Diarrhea', 'Location': 'Ahmatia village', 'Incident': 'case', 'Incident_Type': 'new', 'Number': 14}, {'Disease': 'Diarrhea', 'Location': 'Ahmatia village', 'Incident': 'case', 'Incident_Type': 'serious', 'Number': 1}]",0.8,0
